label,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30S31,S32,S33,S34,S35,S36,S37,S38,S39,S40,S41,S42,S43,S44,S45,S46,S47,S48,S49,S50,S51,S52,S53,S54,S55,S56,S57,S58,S59,S60,S61,S62,S63,S64,S65,S66,S67,S68,S69,S70,S71,S72,S73,S74,S75,S76,S77,S78,S79,S80,S81,S82,S83,S84,S85,S86,S87,S88,S89,S90,S91,S92,S93
4,0.00,0.07,0.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.97,0.00,0.00,0.00,0.00,0.00,0.00,0.19,-9.07,2.80,38.30,40.21,34.39,0.13,0.08,0.17,0.02,0.01,0.02,0.14,0.10,0.14,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.33,0.47,0.47,0.46,0.46,0.46,0.46,0.45,0.45,0.45,0.44,0.44,0.43,0.19,0.26,0.26,0.26,0.26,0.26,0.26,0.25,0.25,0.25,0.25,0.24,0.24,-0.55,0.60,-0.99,0.41,0.52,0.82,9.50,1627
4,0.01,0.70,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.98,0.00,0.00,0.00,0.00,0.00,0.00,-0.70,-8.84,3.24,43.49,41.74,45.95,0.93,0.15,0.24,0.07,0.02,0.02,0.27,0.13,0.15,0.12,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.16,0.16,0.16,0.33,0.47,0.47,0.47,0.46,0.46,0.46,0.46,0.45,0.45,0.44,0.44,0.43,0.21,0.30,0.30,0.30,0.29,0.29,0.29,0.29,0.29,0.28,0.28,0.28,0.27,0.56,-0.52,-0.99,0.09,0.49,0.00,9.50,1627
4,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.80,-8.74,3.47,47.56,37.12,41.04,0.19,0.05,0.11,0.02,0.00,0.01,0.12,0.07,0.10,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.33,0.46,0.46,0.46,0.46,0.46,0.45,0.45,0.45,0.44,0.44,0.43,0.43,0.19,0.27,0.27,0.27,0.27,0.27,0.26,0.26,0.26,0.26,0.26,0.25,0.25,-0.97,0.96,-1.00,-0.15,-0.50,0.65,9.44,1627
4,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.65,-8.71,3.59,39.80,37.25,36.98,0.07,0.05,0.09,0.01,0.01,0.01,0.08,0.07,0.10,-0.03,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,0.32,0.46,0.46,0.46,0.45,0.45,0.45,0.45,0.44,0.44,0.43,0.43,0.42,0.21,0.29,0.29,0.29,0.29,0.29,0.29,0.28,0.28,0.28,0.28,0.27,0.27,-0.99,0.99,-1.00,0.62,0.65,0.91,9.44,1627
4,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.73,-8.60,3.78,39.00,37.25,38.24,0.04,0.04,0.05,0.00,0.00,0.01,0.06,0.06,0.07,-0.01,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,0.32,0.46,0.46,0.46,0.45,0.45,0.45,0.45,0.44,0.44,0.43,0.43,0.42,0.21,0.30,0.30,0.30,0.29,0.29,0.29,0.29,0.29,0.28,0.28,0.28,0.27,-1.00,1.00,-1.00,0.31,0.60,0.63,9.42,1627
4,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.81,-8.61,3.75,44.39,36.35,41.28,0.07,0.04,0.05,0.01,0.00,0.00,0.08,0.06,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.32,0.46,0.46,0.46,0.46,0.45,0.45,0.45,0.44,0.44,0.43,0.43,0.42,0.20,0.29,0.29,0.29,0.29,0.29,0.28,0.28,0.28,0.28,0.27,0.27,0.27,-0.99,0.99,-1.00,0.26,0.30,0.63,9.42,1627
4,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.75,-8.61,3.74,54.44,44.88,37.76,0.10,0.05,0.06,0.01,0.00,0.01,0.09,0.07,0.07,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.32,0.46,0.46,0.46,0.46,0.45,0.45,0.45,0.44,0.44,0.43,0.43,0.42,0.21,0.29,0.29,0.29,0.29,0.29,0.28,0.28,0.28,0.28,0.28,0.27,0.27,-0.99,0.99,-1.00,0.15,0.31,0.66,9.42,1627
4,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.73,-8.61,3.76,47.80,33.79,42.17,0.07,0.05,0.05,0.01,0.00,0.00,0.08,0.07,0.07,-0.02,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,0.32,0.46,0.46,0.46,0.46,0.45,0.45,0.45,0.44,0.44,0.43,0.43,0.42,0.20,0.29,0.29,0.29,0.29,0.29,0.28,0.28,0.28,0.28,0.27,0.27,0.27,-0.99,0.99,-1.00,-0.18,0.24,0.24,9.42,1627
4,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.55,-8.66,3.69,41.09,35.18,34.64,0.07,0.03,0.04,0.01,0.00,0.00,0.08,0.05,0.06,-0.07,-0.09,-0.09,-0.09,-0.09,-0.09,-0.09,-0.09,-0.09,-0.09,-0.09,-0.09,-0.09,0.33,0.46,0.46,0.46,0.46,0.45,0.45,0.45,0.44,0.44,0.44,0.43,0.43,0.20,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.27,0.27,0.27,0.27,0.26,-0.99,0.99,-1.00,0.13,0.14,0.52,9.44,1627
4,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.58,-8.69,3.63,42.61,37.84,43.72,0.08,0.04,0.06,0.01,0.00,0.01,0.09,0.06,0.07,-0.03,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.03,-0.03,-0.03,-0.03,-0.03,0.33,0.46,0.46,0.46,0.46,0.45,0.45,0.45,0.44,0.44,0.44,0.43,0.42,0.20,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.27,0.27,0.27,0.26,-0.98,0.98,-1.00,0.30,0.34,0.73,9.44,1627
4,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.66,-8.68,3.64,50.00,39.80,43.64,0.07,0.04,0.05,0.01,0.00,0.00,0.08,0.06,0.07,-0.04,-0.06,-0.06,-0.06,-0.06,-0.06,-0.06,-0.06,-0.06,-0.05,-0.05,-0.05,-0.05,0.33,0.46,0.46,0.46,0.46,0.45,0.45,0.45,0.44,0.44,0.44,0.43,0.43,0.20,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.27,0.27,0.27,0.27,0.26,-0.99,0.99,-1.00,0.10,0.14,0.68,9.44,1627
4,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.56,-8.69,3.65,37.31,34.73,34.46,0.04,0.02,0.03,0.00,0.00,0.00,0.06,0.05,0.05,-0.05,-0.06,-0.06,-0.06,-0.06,-0.06,-0.06,-0.06,-0.06,-0.06,-0.06,-0.06,-0.06,0.33,0.46,0.46,0.46,0.46,0.45,0.45,0.45,0.44,0.44,0.44,0.43,0.43,0.20,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.27,0.27,0.27,0.26,0.26,-1.00,1.00,-1.00,0.03,-0.18,0.32,9.44,1627
4,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.53,-8.69,3.63,35.09,36.04,34.21,0.06,0.03,0.03,0.01,0.00,0.00,0.08,0.05,0.06,-0.06,-0.09,-0.09,-0.09,-0.09,-0.09,-0.09,-0.09,-0.08,-0.08,-0.08,-0.08,-0.08,0.33,0.46,0.46,0.46,0.46,0.45,0.45,0.45,0.44,0.44,0.44,0.43,0.43,0.20,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.27,0.27,0.27,0.26,0.26,-0.99,0.99,-1.00,0.45,0.63,0.63,9.44,1627
4,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.55,-8.67,3.67,38.75,36.11,34.73,0.05,0.04,0.05,0.00,0.00,0.00,0.07,0.06,0.07,-0.05,-0.07,-0.07,-0.07,-0.07,-0.07,-0.07,-0.07,-0.07,-0.07,-0.07,-0.06,-0.06,0.33,0.46,0.46,0.46,0.46,0.45,0.45,0.45,0.44,0.44,0.44,0.43,0.43,0.20,0.29,0.29,0.28,0.28,0.28,0.28,0.28,0.28,0.27,0.27,0.27,0.26,-0.99,0.99,-1.00,0.12,0.38,0.42,9.44,1627
4,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.53,-8.67,3.68,48.50,39.58,37.88,0.07,0.03,0.03,0.01,0.00,0.00,0.08,0.05,0.05,-0.06,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,0.33,0.46,0.46,0.46,0.46,0.45,0.45,0.45,0.44,0.44,0.44,0.43,0.42,0.20,0.29,0.29,0.29,0.28,0.28,0.28,0.28,0.28,0.28,0.27,0.27,0.27,-0.98,0.99,-1.00,0.12,0.22,0.49,9.44,1627
4,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.43,-8.69,3.67,37.12,42.89,36.98,0.04,0.03,0.03,0.00,0.00,0.00,0.06,0.05,0.05,-0.09,-0.13,-0.13,-0.13,-0.13,-0.13,-0.13,-0.13,-0.13,-0.13,-0.13,-0.12,-0.12,0.33,0.46,0.46,0.46,0.46,0.45,0.45,0.45,0.44,0.44,0.44,0.43,0.43,0.20,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.27,0.27,0.27,0.27,0.26,-0.99,0.99,-1.00,-0.13,0.12,0.42,9.44,1627
4,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.47,-8.69,3.66,41.09,40.42,37.31,0.04,0.02,0.03,0.00,0.00,0.00,0.07,0.05,0.05,-0.08,-0.11,-0.11,-0.11,-0.11,-0.11,-0.11,-0.11,-0.11,-0.11,-0.10,-0.10,-0.10,0.33,0.46,0.46,0.46,0.46,0.45,0.45,0.45,0.44,0.44,0.44,0.43,0.43,0.20,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.27,0.27,0.27,0.27,0.26,-0.99,0.99,-1.00,-0.10,0.05,0.42,9.44,1627
4,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.45,-8.69,3.66,42.67,39.59,36.42,0.06,0.04,0.03,0.01,0.00,0.00,0.08,0.06,0.05,-0.07,-0.10,-0.10,-0.10,-0.10,-0.10,-0.09,-0.09,-0.09,-0.09,-0.09,-0.09,-0.09,0.33,0.46,0.46,0.46,0.46,0.46,0.45,0.45,0.45,0.44,0.44,0.43,0.43,0.20,0.28,0.28,0.28,0.28,0.28,0.28,0.27,0.27,0.27,0.27,0.26,0.26,-0.98,0.98,-1.00,-0.09,0.22,0.46,9.44,1627
4,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.55,-8.66,3.70,43.11,30.63,36.04,0.06,0.04,0.05,0.01,0.00,0.00,0.08,0.06,0.07,-0.09,-0.12,-0.12,-0.12,-0.12,-0.12,-0.12,-0.12,-0.12,-0.12,-0.12,-0.11,-0.11,0.33,0.46,0.46,0.46,0.46,0.46,0.45,0.45,0.45,0.44,0.44,0.43,0.43,0.20,0.28,0.28,0.28,0.28,0.28,0.28,0.27,0.27,0.27,0.27,0.26,0.26,-0.99,0.99,-1.00,0.45,0.65,0.48,9.43,1627
4,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.48,-8.67,3.69,39.58,37.88,38.37,0.05,0.04,0.04,0.00,0.00,0.00,0.07,0.06,0.07,-0.09,-0.12,-0.12,-0.12,-0.12,-0.12,-0.12,-0.12,-0.12,-0.12,-0.11,-0.11,-0.11,0.33,0.46,0.46,0.46,0.46,0.45,0.45,0.45,0.45,0.44,0.44,0.43,0.43,0.20,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.27,0.27,0.27,0.26,0.26,-0.99,0.99,-1.00,0.26,0.48,0.60,9.44,1627
4,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.43,-8.68,3.69,38.57,39.38,34.73,0.03,0.02,0.04,0.00,0.00,0.00,0.05,0.05,0.06,-0.10,-0.15,-0.15,-0.15,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,0.33,0.46,0.46,0.46,0.46,0.45,0.45,0.45,0.44,0.44,0.44,0.43,0.43,0.20,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.27,0.27,0.27,0.26,-0.99,1.00,-1.00,0.46,0.62,0.53,9.44,1627
4,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.48,-8.64,3.75,44.09,37.31,40.20,0.14,0.06,0.06,0.01,0.01,0.01,0.11,0.07,0.07,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,0.32,0.46,0.46,0.46,0.45,0.45,0.45,0.45,0.44,0.44,0.43,0.43,0.42,0.21,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.28,0.28,0.28,0.27,0.27,-0.95,0.95,-1.00,0.32,0.45,0.18,9.44,1627
4,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.63,-8.60,3.81,36.40,36.30,33.75,0.03,0.03,0.03,0.00,0.00,0.00,0.05,0.05,0.05,-0.04,-0.06,-0.06,-0.06,-0.06,-0.06,-0.06,-0.06,-0.06,-0.06,-0.06,-0.06,-0.05,0.32,0.46,0.46,0.46,0.45,0.45,0.45,0.45,0.44,0.44,0.43,0.43,0.42,0.21,0.29,0.29,0.29,0.29,0.29,0.29,0.28,0.28,0.28,0.28,0.27,0.27,-1.00,1.00,-1.00,-0.02,0.34,0.37,9.42,1627
4,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.55,-8.61,3.81,37.06,37.45,30.83,0.02,0.02,0.02,0.00,0.00,0.00,0.04,0.04,0.04,-0.06,-0.09,-0.09,-0.09,-0.09,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,0.32,0.46,0.46,0.46,0.46,0.45,0.45,0.45,0.44,0.44,0.43,0.43,0.42,0.21,0.29,0.29,0.29,0.29,0.29,0.29,0.28,0.28,0.28,0.28,0.27,0.27,-1.00,1.00,-1.00,-0.23,0.02,0.05,9.43,1627
4,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.68,-8.57,3.85,42.44,41.09,35.28,0.12,0.04,0.05,0.01,0.00,0.00,0.10,0.06,0.07,-0.06,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,0.32,0.46,0.46,0.46,0.45,0.45,0.45,0.45,0.44,0.44,0.43,0.43,0.42,0.21,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.28,0.28,0.28,0.28,0.27,-0.98,0.98,-1.00,0.45,0.39,0.52,9.42,1627
4,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.46,-8.63,3.77,40.85,35.37,38.40,0.10,0.05,0.08,0.01,0.00,0.01,0.09,0.07,0.08,-0.05,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.07,-0.07,-0.07,-0.07,-0.07,0.32,0.46,0.46,0.46,0.45,0.45,0.45,0.45,0.44,0.44,0.43,0.43,0.42,0.21,0.29,0.29,0.29,0.29,0.29,0.29,0.28,0.28,0.28,0.28,0.27,0.27,-0.97,0.97,-1.00,0.43,0.65,0.70,9.43,1627
4,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.53,-8.60,3.82,41.49,37.84,35.64,0.03,0.02,0.02,0.00,0.00,0.00,0.05,0.04,0.05,-0.07,-0.11,-0.11,-0.10,-0.10,-0.10,-0.10,-0.10,-0.10,-0.10,-0.10,-0.10,-0.10,0.32,0.46,0.46,0.46,0.45,0.45,0.45,0.45,0.44,0.44,0.43,0.43,0.42,0.21,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.28,0.28,0.28,0.27,0.27,-1.00,1.00,-1.00,-0.02,0.08,0.31,9.43,1627
5,0.00,0.01,0.80,0.20,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.77,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.76,-9.33,-1.76,48.68,52.86,52.86,0.59,0.22,0.73,0.06,0.02,0.07,0.24,0.15,0.26,0.21,0.30,0.30,0.30,0.30,0.30,0.29,0.29,0.29,0.29,0.28,0.28,0.28,0.34,0.48,0.48,0.48,0.48,0.47,0.47,0.47,0.46,0.46,0.45,0.45,0.44,0.18,0.26,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.24,0.24,0.24,0.24,-0.90,-0.66,0.89,0.48,0.70,0.45,9.73,1627
5,0.24,0.33,0.38,0.06,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.56,0.35,0.01,0.00,0.00,0.00,0.00,0.00,0.00,-0.59,-9.51,-0.45,80.83,55.88,54.29,1.71,0.41,1.14,0.14,0.04,0.10,0.37,0.19,0.32,0.23,0.33,0.33,0.33,0.33,0.33,0.32,0.32,0.32,0.32,0.31,0.31,0.31,0.35,0.49,0.49,0.49,0.48,0.48,0.48,0.48,0.47,0.47,0.46,0.46,0.45,0.29,0.41,0.41,0.40,0.40,0.40,0.40,0.40,0.39,0.39,0.38,0.38,0.38,0.29,-0.10,0.30,0.00,-0.20,0.17,9.85,1627
5,0.02,0.72,0.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.77,-9.57,-1.62,56.47,48.00,53.06,0.83,0.30,0.49,0.07,0.03,0.04,0.26,0.17,0.20,0.20,0.28,0.28,0.28,0.28,0.28,0.27,0.27,0.27,0.27,0.27,0.26,0.26,0.34,0.48,0.48,0.48,0.48,0.48,0.47,0.47,0.47,0.46,0.46,0.45,0.45,0.19,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.25,0.25,0.25,0.25,0.24,0.61,0.68,0.94,-0.15,0.36,-0.18,9.80,1627
5,0.20,0.65,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.25,0.67,0.05,0.01,0.00,0.00,0.00,0.00,0.00,-1.30,-9.47,0.53,81.36,52.43,59.06,0.99,0.31,1.19,0.08,0.03,0.11,0.29,0.17,0.33,0.21,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.28,0.28,0.28,0.27,0.34,0.49,0.49,0.48,0.48,0.48,0.48,0.47,0.47,0.47,0.46,0.46,0.45,0.25,0.36,0.36,0.35,0.35,0.35,0.35,0.35,0.34,0.34,0.34,0.33,0.33,0.74,-0.44,-0.32,-0.14,-0.33,0.10,9.77,1627
5,0.09,0.18,0.53,0.22,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.61,0.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.94,-9.41,-0.97,70.36,58.79,57.81,1.56,0.42,1.13,0.14,0.04,0.10,0.37,0.20,0.31,0.23,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.31,0.31,0.31,0.30,0.30,0.34,0.48,0.48,0.48,0.48,0.48,0.48,0.47,0.47,0.46,0.46,0.45,0.45,0.23,0.33,0.33,0.33,0.33,0.33,0.33,0.32,0.32,0.32,0.31,0.31,0.31,-0.42,-0.42,0.55,0.21,-0.23,-0.35,9.80,1627
5,0.64,0.32,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.27,0.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-2.61,-9.14,-2.18,78.75,61.94,53.61,1.19,0.43,0.61,0.10,0.04,0.05,0.31,0.19,0.23,0.20,0.28,0.28,0.27,0.27,0.27,0.27,0.27,0.27,0.26,0.26,0.26,0.25,0.33,0.47,0.47,0.47,0.46,0.46,0.46,0.46,0.45,0.45,0.44,0.44,0.43,0.20,0.29,0.29,0.29,0.29,0.28,0.28,0.28,0.28,0.28,0.27,0.27,0.27,0.87,0.88,0.93,-0.51,0.33,-0.58,9.88,1627
5,0.12,0.72,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.68,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.25,-9.50,-2.01,62.58,50.26,66.07,0.87,0.24,0.76,0.07,0.02,0.07,0.27,0.15,0.27,0.19,0.27,0.27,0.27,0.27,0.26,0.26,0.26,0.26,0.26,0.25,0.25,0.25,0.34,0.48,0.48,0.48,0.48,0.48,0.47,0.47,0.47,0.46,0.46,0.45,0.44,0.25,0.35,0.35,0.35,0.34,0.34,0.34,0.34,0.34,0.33,0.33,0.32,0.32,0.77,0.68,0.89,-0.24,-0.05,-0.35,9.89,1627
5,0.00,0.38,0.57,0.05,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.43,0.56,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.54,-9.43,-2.45,67.78,57.35,57.06,1.09,0.37,0.64,0.09,0.04,0.06,0.30,0.19,0.25,0.22,0.31,0.31,0.31,0.31,0.31,0.31,0.30,0.30,0.30,0.30,0.29,0.29,0.34,0.48,0.48,0.48,0.48,0.48,0.47,0.47,0.47,0.46,0.46,0.45,0.45,0.24,0.34,0.34,0.33,0.33,0.33,0.33,0.33,0.32,0.32,0.32,0.31,0.31,-0.38,-0.34,0.94,0.12,0.06,-0.24,9.88,1627
5,0.61,0.15,0.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.90,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-2.46,-9.03,-1.80,77.50,55.43,57.65,2.15,0.47,0.51,0.17,0.04,0.04,0.42,0.21,0.21,0.19,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.25,0.25,0.25,0.25,0.24,0.34,0.48,0.48,0.47,0.47,0.47,0.47,0.46,0.46,0.46,0.45,0.45,0.44,0.16,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.21,0.21,0.21,0.21,0.68,0.65,0.95,-0.61,-0.09,0.16,9.87,1627
